theta_rad,theta_deg,A_observable,B_complement,A_plus_B,G_gap
0.15158184553570753,8.685,0.9771983875483012,0.02280161245169868,0.9999999999999999,0.02228169892130122
0.15236724369910498,8.73,0.9769633252836969,0.02303667471630323,1.0000000000000002,0.022505986334318467
0.15315264186250244,8.775,0.9767270861595005,0.02327291384049938,0.9999999999999999,0.02273128532187207
0.15393804002589986,8.82,0.9764896707586095,0.02351032924139059,1.0,0.022957593660352008
0.15472343818929732,8.865,0.976251079666822,0.023748920333177964,1.0,0.02318490911618633
0.15550883635269477,8.91,0.9760113134728382,0.02398868652716169,0.9999999999999999,0.02341322944586326
0.15629423451609223,8.955000000000002,0.9757703727682575,0.02422962723174252,1.0,0.023642552395953323
0.15707963267948966,9.0,0.9755282581475768,0.024471741852423214,1.0,0.023872875703131572
0.1578650308428871,9.045,0.9752849702081898,0.02471502979181002,0.9999999999999999,0.024104197094199958
0.15865042900628457,9.09,0.9750405095503859,0.02495949044961414,1.0,0.02433651428610976
0.15943582716968202,9.135000000000002,0.9747948767773467,0.025205123222653184,0.9999999999999999,0.02456982498598405
0.16022122533307945,9.18,0.9745480724951472,0.025451927504852704,0.9999999999999999,0.024804126891140425
0.1610066234964769,9.225,0.9743000973127524,0.02569990268724768,1.0,0.02503941768911368
0.16179202165987436,9.270000000000001,0.974050951842016,0.025949048157983996,1.0,0.025275695057678623
0.1625774198232718,9.315000000000001,0.9738006366976801,0.026199363302319967,1.0,0.02551295666487302
0.16336281798666924,9.36,0.9735491524973721,0.026450847502627852,0.9999999999999999,0.025751200169020577
0.1641482161500667,9.405,0.9732964998616047,0.0267035001383954,1.0000000000000002,0.02599042321875412
0.16493361431346415,9.450000000000001,0.9730426794137725,0.026957320586227344,0.9999999999999999,0.026230623453038705
0.1657190124768616,9.495000000000001,0.9727876917801531,0.027212308219846947,1.0,0.026471798501195
0.16650441064025903,9.54,0.9725315375899024,0.02746846241009758,1.0,0.026713945982922635
